IDENTIFIER,RESTAURANT_IDENTIFIER,DISHES_IDS,PAYMENT_METHOD,AMOUNT,CREATED_AT
2558,7,[2],cheque,8,2022-08-22 19:43:16
7094,6,"[17, 16, 2, 17]",card,20,2022-09-30 09:16:31
2654,3,"[15, 4, 29]",cash,22,2022-08-23 16:41:12
192,6,"[17, 4, 13]",card,9,2022-08-02 19:16:17
6255,5,"[2, 17]",card,11,2022-09-23 00:27:45
6119,3,[11],cheque,6,2022-09-21 22:42:39
6868,4,"[28, 19, 20, 14]",card,36,2022-09-28 11:44:02
2684,1,"[14, 20, 16]",cash,21,2022-08-23 20:15:12
5353,6,"[14, 18, 23, 19]",cash,30,2022-09-15 13:24:08
1571,7,"[12, 17, 29, 19]",cheque,29,2022-08-14 13:58:03
3053,5,"[25, 14]",cheque,17,2022-08-26 22:37:20
6655,1,"[14, 28, 9]",cash,31,2022-09-26 14:16:40
782,6,"[13, 20, 3, 4]",cheque,18,2022-08-07 19:24:51
794,7,"[16, 17, 20, 21]",cheque,22,2022-08-07 20:42:10
486,1,"[19, 11, 17, 1]",cash,22,2022-08-05 09:10:26
3115,7,"[5, 19]",meal_ticket,19,2022-08-27 14:33:34
2534,2,"[16, 6]",meal_ticket,18,2022-08-22 15:18:02
5402,2,"[13, 2, 4]",card,14,2022-09-15 21:01:18
3850,3,[17],cheque,3,2022-09-02 19:05:39
3900,7,"[17, 4, 23, 13]",card,19,2022-09-03 05:24:54
3366,7,"[18, 1, 3, 13]",cheque,19,2022-08-29 17:58:46
6110,6,"[16, 3, 14]",cash,17,2022-09-21 21:21:14
1783,5,"[1, 4]",card,9,2022-08-16 09:23:56
6587,1,"[10, 4]",cash,10,2022-09-25 21:55:51
5875,4,"[10, 11, 16]",cash,19,2022-09-19 21:02:13
3787,5,"[3, 20, 10, 3]",meal_ticket,23,2022-09-02 08:23:02
2261,2,"[21, 13, 17]",cheque,11,2022-08-20 11:23:21
1724,7,"[17, 4, 17, 29]",cheque,18,2022-08-15 18:12:30
5292,6,"[26, 16, 14]",cash,25,2022-09-14 21:51:33
3058,4,[26],meal_ticket,12,2022-08-26 22:20:40
6722,1,"[17, 13]",cash,6,2022-09-26 23:07:55
6619,1,"[4, 3]",cash,7,2022-09-26 08:35:37
4255,7,"[21, 13, 1, 13]",meal_ticket,17,2022-09-06 06:16:05
1277,4,"[11, 8, 1, 12]",cash,33,2022-08-11 21:15:50
4945,3,[9],cheque,10,2022-09-11 22:11:38
3527,7,"[19, 16, 16]",meal_ticket,19,2022-08-30 22:43:49
5733,7,[4],meal_ticket,3,2022-09-18 18:12:37
3268,2,"[17, 13, 2, 17]",meal_ticket,17,2022-08-28 19:21:45
4704,3,[20],cheque,8,2022-09-09 22:18:02
4895,1,"[10, 24, 4]",cash,21,2022-09-11 16:17:06
1816,6,"[19, 1, 29]",cash,22,2022-08-16 14:31:54
6266,1,"[13, 11]",cash,9,2022-09-23 08:47:30
3127,1,"[1, 1]",cash,12,2022-08-27 16:26:08
2443,1,[16],cash,6,2022-08-21 20:49:26
6816,6,[13],meal_ticket,3,2022-09-27 20:59:53
1804,6,"[14, 27, 6]",card,31,2022-08-16 12:20:49
466,7,"[4, 4, 13]",meal_ticket,9,2022-08-04 23:42:26
498,5,[11],cheque,6,2022-08-05 12:47:00
4517,1,"[19, 21, 6, 24]",cash,35,2022-09-08 12:50:24
3993,6,"[11, 24]",cash,17,2022-09-03 21:45:11
5025,1,[2],cash,8,2022-09-12 18:36:27
5885,5,"[4, 4]",cheque,6,2022-09-19 22:52:41
5223,1,[8],cash,11,2022-09-14 12:57:48
6120,5,"[24, 18, 17, 2]",meal_ticket,28,2022-09-21 22:27:34
60,3,"[18, 13]",meal_ticket,9,2022-08-01 16:45:58
7040,7,[3],cash,4,2022-09-29 19:35:06
6069,1,"[10, 9]",cash,17,2022-09-21 14:02:38
6599,1,"[24, 12, 13]",cash,24,2022-09-25 22:23:04
1287,7,[5],cash,12,2022-08-11 22:57:45
3312,6,"[3, 2]",card,12,2022-08-29 06:44:06
1004,5,"[17, 4]",cash,6,2022-08-09 16:13:34
1036,5,[3],cheque,4,2022-08-09 21:24:30
4908,3,"[17, 13]",cash,6,2022-09-11 18:12:59
3707,6,"[19, 2, 19, 27]",card,34,2022-09-01 14:36:05
6044,4,"[14, 20, 4]",cheque,18,2022-09-21 12:41:57
6888,4,"[14, 14, 10, 23]",cheque,31,2022-09-28 14:59:16
3519,2,"[16, 15, 2, 1]",cheque,30,2022-08-30 21:39:46
5221,1,"[5, 3, 1]",cash,22,2022-09-14 12:49:26
5690,5,[14],meal_ticket,7,2022-09-18 12:19:30
5563,1,"[21, 3]",cash,9,2022-09-17 11:05:37
4457,5,"[21, 18, 13, 13]",card,17,2022-09-07 20:20:45
4143,2,"[17, 4, 10]",meal_ticket,13,2022-09-05 09:31:21
1071,1,"[11, 13]",cash,9,2022-08-10 07:57:55
278,3,[18],card,6,2022-08-03 13:00:14
2057,7,[18],meal_ticket,6,2022-08-18 14:33:06
6117,7,"[14, 18, 1, 16]",meal_ticket,25,2022-09-21 21:21:41
4113,3,"[17, 4]",cash,6,2022-09-04 22:51:06
1923,4,"[10, 26, 11]",meal_ticket,25,2022-08-17 13:37:43
1502,7,"[4, 20]",cheque,11,2022-08-13 20:44:04
3873,3,"[21, 27, 23]",cheque,27,2022-09-02 21:23:27
6666,2,"[18, 3, 13]",card,13,2022-09-26 16:52:29
2958,6,"[11, 11, 10]",card,19,2022-08-26 06:39:19
1961,6,"[3, 3]",cheque,8,2022-08-17 18:59:32
299,5,[3],card,4,2022-08-03 17:05:16
2917,3,"[6, 1]",meal_ticket,18,2022-08-25 20:27:37
1821,7,[19],cash,7,2022-08-16 14:46:17
2752,4,"[28, 8, 25, 13]",meal_ticket,38,2022-08-24 13:39:21
823,5,[4],meal_ticket,3,2022-08-07 23:02:45
6947,3,"[13, 14, 4, 11]",cheque,19,2022-09-28 22:02:13
6481,6,"[14, 18, 13, 16]",cash,22,2022-09-24 22:28:29
2028,3,"[18, 14]",card,13,2022-08-18 11:39:21
2302,4,"[18, 4, 2, 1]",meal_ticket,23,2022-08-20 16:50:43
302,5,"[4, 17]",cheque,6,2022-08-03 18:49:15
683,7,"[2, 14]",meal_ticket,15,2022-08-06 21:15:13
1083,1,[13],cash,3,2022-08-10 11:55:48
3083,7,"[21, 23]",meal_ticket,15,2022-08-27 10:32:22
5014,3,"[14, 25]",cheque,17,2022-09-12 16:18:11
2766,4,"[17, 23, 23]",cash,23,2022-08-24 14:44:35
701,6,[13],meal_ticket,3,2022-08-06 23:21:25
2555,4,"[17, 2]",cheque,11,2022-08-22 19:42:37
2367,4,"[11, 14, 4, 1]",cheque,22,2022-08-21 06:40:34
4313,1,"[2, 13]",cash,11,2022-09-06 18:46:13
2944,5,"[13, 4, 3]",cash,10,2022-08-25 23:56:12
5217,5,"[16, 23, 8, 27]",meal_ticket,39,2022-09-14 11:52:12
225,5,"[21, 11, 29]",cheque,20,2022-08-02 22:35:27
4273,5,"[11, 2]",card,14,2022-09-06 11:16:50
958,2,"[11, 1, 13, 13]",card,18,2022-08-09 09:27:09
7042,2,"[17, 17, 17, 17]",card,12,2022-09-29 19:20:39
1790,4,"[21, 22, 14]",meal_ticket,26,2022-08-16 11:11:04
2336,5,"[28, 18]",cheque,20,2022-08-20 21:36:15
6783,6,"[18, 2]",cash,14,2022-09-27 16:40:33
1740,5,"[19, 21, 23, 3]",cash,26,2022-08-15 20:39:26
1460,7,"[19, 29]",cash,16,2022-08-13 14:44:54
6222,2,"[4, 2]",cheque,11,2022-09-22 20:52:17
4519,4,"[19, 7, 11, 5]",cash,38,2022-09-08 13:25:38
2788,6,[13],card,3,2022-08-24 19:37:19
1152,5,"[15, 4, 22]",card,27,2022-08-10 20:38:14
7002,5,"[19, 23]",cash,17,2022-09-29 13:22:17
6726,7,"[4, 4, 2]",meal_ticket,14,2022-09-26 23:23:52
5930,5,"[23, 2, 18, 9]",cash,34,2022-09-20 12:40:13
2311,5,"[2, 4, 2]",meal_ticket,19,2022-08-20 18:04:19
4193,7,"[1, 4, 28, 11]",cheque,29,2022-09-05 17:17:02
5504,3,[2],card,8,2022-09-16 19:17:33
2911,5,"[4, 13, 21, 13]",meal_ticket,14,2022-08-25 19:28:35
537,3,[3],cash,4,2022-08-05 18:16:15
2929,6,"[4, 3, 14, 21]",cheque,19,2022-08-25 21:31:41
5595,2,"[13, 18, 6]",cash,21,2022-09-17 14:56:55
3647,7,"[16, 3]",meal_ticket,10,2022-08-31 22:37:18
5203,4,"[21, 4, 13]",cheque,11,2022-09-14 08:31:10
5143,4,[4],cash,3,2022-09-13 18:52:36
2331,5,"[8, 14, 5, 16]",meal_ticket,36,2022-08-20 20:55:01
7027,2,"[17, 3]",meal_ticket,7,2022-09-29 18:06:04
3654,4,[1],card,6,2022-08-31 23:43:59
5770,1,[16],cash,6,2022-09-18 22:09:47
4019,6,"[4, 10, 13]",cash,13,2022-09-04 06:45:52
330,1,[19],cash,7,2022-08-03 21:30:29
5902,2,[2],card,8,2022-09-20 01:44:00
3184,4,"[24, 13, 17, 2]",cash,25,2022-08-27 23:38:04
4033,6,"[25, 18]",card,16,2022-09-04 11:52:48
6849,3,[4],card,3,2022-09-28 04:43:30
6856,4,"[11, 17, 21, 14]",cash,21,2022-09-28 08:22:04
5224,6,"[16, 11, 16]",card,18,2022-09-14 12:49:13
314,1,"[13, 2]",cash,11,2022-08-03 19:49:33
4160,7,[21],card,5,2022-09-05 12:34:18
4670,1,"[13, 2, 20]",cash,19,2022-09-09 18:17:11
3435,6,"[1, 10, 11, 13]",cheque,22,2022-08-30 09:23:43
2303,1,"[16, 3, 14, 1]",cash,23,2022-08-20 17:41:51
1671,7,"[16, 5, 27, 11]",cheque,36,2022-08-15 11:15:10
4417,3,[4],cheque,3,2022-09-07 14:11:01
4589,4,"[17, 19, 14]",cheque,17,2022-09-08 22:06:46
2755,5,[13],cheque,3,2022-08-24 13:43:33
5784,5,[17],card,3,2022-09-19 01:53:38
4245,6,"[13, 13, 4]",cash,9,2022-09-05 23:00:02
1490,1,"[14, 2, 3, 14]",cash,26,2022-08-13 19:09:37
23,5,"[17, 7, 23, 15]",cash,36,2022-08-01 11:25:58
1616,5,"[16, 13]",meal_ticket,9,2022-08-14 19:56:20
5502,2,"[2, 2, 4, 4]",meal_ticket,22,2022-09-16 19:50:36
1455,6,"[19, 19, 11]",cheque,20,2022-08-13 13:36:05
1659,4,"[13, 4, 20]",card,14,2022-08-15 06:12:11
6540,1,"[5, 3, 25, 19]",cash,33,2022-09-25 14:07:39
6228,5,"[11, 13, 19]",meal_ticket,16,2022-09-22 21:15:50
2682,6,"[1, 2]",card,14,2022-08-23 20:58:30
5109,6,"[26, 18, 19, 29]",cash,34,2022-09-13 13:13:20
2392,5,"[10, 7, 7, 14]",card,40,2022-08-21 12:41:50
3205,2,"[25, 16]",cash,16,2022-08-28 11:48:35
2705,5,"[3, 13, 12, 3]",meal_ticket,21,2022-08-23 22:41:50
5666,3,"[3, 4, 4]",cash,10,2022-09-18 01:46:27
1560,2,"[1, 13, 7]",cheque,22,2022-08-14 12:45:32
3561,6,[10],cash,7,2022-08-31 11:18:30
3440,5,"[22, 1, 18]",cheque,26,2022-08-30 11:03:12
5900,7,[13],cheque,3,2022-09-19 23:38:16
1810,7,[18],cash,6,2022-08-16 13:47:55
3092,2,"[10, 20, 14, 5]",cash,34,2022-08-27 11:07:54
7082,6,"[29, 3, 13, 3]",meal_ticket,20,2022-09-30 01:49:41
1855,1,"[4, 6, 18, 26]",cash,33,2022-08-16 20:11:54
3023,4,"[2, 3]",meal_ticket,12,2022-08-26 18:59:48
798,5,[17],cheque,3,2022-08-07 20:38:22
505,5,"[13, 24, 19]",meal_ticket,21,2022-08-05 12:27:13
3358,4,"[13, 20, 19, 18]",cash,24,2022-08-29 15:28:43
1562,4,[16],cheque,6,2022-08-14 12:00:27
2011,2,"[2, 3, 13]",cheque,15,2022-08-18 04:46:01
6580,1,[20],cash,8,2022-09-25 20:32:12
5579,1,"[25, 26, 21]",cash,27,2022-09-17 12:10:57
6342,5,[24],cheque,11,2022-09-23 20:55:42
6918,2,"[16, 11, 17, 19]",meal_ticket,22,2022-09-28 19:08:10
918,5,"[19, 25, 1]",meal_ticket,23,2022-08-08 21:07:57
1628,7,"[19, 12]",card,17,2022-08-14 21:00:35
6472,5,"[20, 1]",meal_ticket,14,2022-09-24 21:39:53
7182,5,"[2, 27, 16]",card,26,2022-09-30 22:59:10
5320,5,[11],cash,6,2022-09-15 07:57:59
2990,5,"[14, 1]",cheque,13,2022-08-26 13:29:03
6464,6,"[11, 28, 10, 17]",meal_ticket,30,2022-09-24 21:52:18
1982,7,"[8, 20, 14, 16]",cheque,32,2022-08-17 21:20:22
5695,4,[18],meal_ticket,6,2022-09-18 12:49:31
2154,7,[17],cash,3,2022-08-19 12:41:33
619,6,"[19, 15, 19, 18]",meal_ticket,30,2022-08-06 12:05:37
4649,5,"[19, 5, 1, 27]",cheque,37,2022-09-09 14:51:26
914,2,"[10, 16, 29]",cash,22,2022-08-08 20:22:50
6477,4,"[14, 27, 5]",meal_ticket,31,2022-09-24 22:47:40
3228,4,"[22, 18]",meal_ticket,20,2022-08-28 13:18:09
978,2,"[25, 6, 22, 21]",cash,41,2022-08-09 12:53:54
3852,3,[18],card,6,2022-09-02 19:31:31
3920,2,"[17, 20]",card,11,2022-09-03 12:16:26
4325,6,[13],meal_ticket,3,2022-09-06 19:39:19
2310,1,"[17, 4, 2]",cash,14,2022-08-20 18:09:48
6,6,"[2, 2, 3, 17]",meal_ticket,23,2022-08-01 05:25:14
32,2,[14],cheque,7,2022-08-01 12:03:34
7122,5,"[15, 3, 19]",cash,21,2022-09-30 13:03:08
1351,5,"[3, 27, 10, 19]",card,30,2022-08-12 15:47:04
3254,5,"[4, 3]",meal_ticket,7,2022-08-28 18:12:56
5769,2,[9],cheque,10,2022-09-18 22:11:40
2160,6,"[16, 11, 21]",meal_ticket,17,2022-08-19 13:01:32
3289,6,"[13, 18]",cash,9,2022-08-28 22:37:29
5603,5,"[10, 4]",cheque,10,2022-09-17 16:52:02
1911,5,[11],meal_ticket,6,2022-08-17 11:24:31
293,1,"[19, 3, 18]",cash,17,2022-08-03 16:24:38
234,1,"[2, 17, 4, 17]",cash,17,2022-08-02 23:33:42
4674,2,"[2, 4]",cash,11,2022-09-09 18:31:00
3400,4,"[19, 14, 1]",meal_ticket,20,2022-08-29 21:57:24
521,6,"[20, 4]",cash,11,2022-08-05 14:38:10
1223,1,[5],cash,12,2022-08-11 13:26:35
3018,5,"[4, 2]",cheque,11,2022-08-26 18:34:18
6022,5,"[13, 17, 3, 2]",meal_ticket,18,2022-09-21 03:54:21
3004,6,[15],cash,10,2022-08-26 15:03:34
1626,3,"[1, 13, 13, 1]",cheque,18,2022-08-14 21:07:55
5228,1,[14],cash,7,2022-09-14 13:19:03
5336,2,"[3, 20]",cash,12,2022-09-15 12:55:08
5044,7,"[3, 14, 4]",cash,14,2022-09-12 20:16:06
240,6,[4],cash,3,2022-08-03 03:32:03
5772,4,[17],card,3,2022-09-18 22:25:50
6811,2,[20],meal_ticket,8,2022-09-27 20:28:54
3563,7,"[17, 21, 27, 16]",meal_ticket,26,2022-08-31 11:33:49
1908,4,"[2, 10, 5]",meal_ticket,27,2022-08-17 11:08:46
6710,2,"[7, 3, 1]",meal_ticket,23,2022-09-26 22:33:04
5168,1,"[1, 13, 10, 2]",cash,24,2022-09-13 21:23:23
1022,1,"[13, 4]",cash,6,2022-08-09 19:35:38
3695,5,"[2, 16, 13, 20]",cash,25,2022-09-01 13:54:17
1256,3,[3],cash,4,2022-08-11 19:16:18
1224,4,"[10, 3]",card,11,2022-08-11 14:22:09
790,6,"[4, 13, 4, 17]",cheque,12,2022-08-07 19:11:52
2544,6,"[13, 3, 3]",cheque,11,2022-08-22 18:03:17
2951,6,"[3, 2]",cash,12,2022-08-26 00:13:22
6126,1,"[15, 16, 27]",cash,28,2022-09-21 22:44:10
3168,4,"[3, 27]",cash,16,2022-08-27 21:27:08
6744,5,"[20, 27]",card,20,2022-09-27 11:28:35
6014,4,[2],meal_ticket,8,2022-09-20 23:57:50
5519,3,[29],cash,9,2022-09-16 20:03:27
2998,2,"[14, 16, 15]",card,23,2022-08-26 14:47:31
1356,1,"[21, 13]",cash,8,2022-08-12 16:33:24
895,1,"[20, 13, 13]",cash,14,2022-08-08 18:06:42
2169,7,"[24, 19, 16]",cheque,24,2022-08-19 14:51:16
265,7,"[9, 14, 13]",card,20,2022-08-03 12:11:39
4546,1,"[18, 4, 4]",cash,12,2022-09-08 17:40:21
6182,7,"[9, 2]",meal_ticket,18,2022-09-22 14:08:03
2844,3,"[11, 17, 17]",card,12,2022-08-25 08:22:45
6243,3,"[18, 14, 28]",cash,27,2022-09-22 22:22:28
3257,1,[3],cash,4,2022-08-28 18:41:17
2058,4,"[29, 1]",cheque,15,2022-08-18 14:45:57
115,5,[2],cash,8,2022-08-01 23:05:42
3986,1,"[24, 20, 26]",cash,31,2022-09-03 21:36:22
6539,3,"[13, 16, 20, 14]",card,24,2022-09-25 14:12:42
4238,4,[12],cash,10,2022-09-05 22:21:20
7132,3,"[17, 28, 20]",meal_ticket,25,2022-09-30 14:49:20
1342,2,[7],cheque,13,2022-08-12 14:47:14
3918,2,[10],cash,7,2022-09-03 11:38:16
4950,1,[4],cash,3,2022-09-11 23:48:36
4337,3,"[3, 17, 10, 26]",meal_ticket,26,2022-09-06 20:47:25
494,5,"[14, 8]",cheque,18,2022-08-05 11:40:44
6454,7,"[19, 18]",card,13,2022-09-24 19:48:54
5209,2,"[2, 4, 14, 8]",cheque,29,2022-09-14 11:23:53
4025,6,[18],cheque,6,2022-09-04 09:44:37
2803,2,[25],card,10,2022-08-24 20:01:22
376,5,"[20, 16, 26]",card,26,2022-08-04 11:03:45
4615,7,"[1, 1, 2, 17]",cash,23,2022-09-09 09:15:33
2521,2,"[10, 1, 3]",cash,17,2022-08-22 13:37:44
2977,1,"[27, 14, 15]",cash,29,2022-08-26 12:07:03
6357,5,"[6, 13, 7]",cash,28,2022-09-23 22:15:39
665,1,"[13, 17]",cash,6,2022-08-06 19:06:38
7119,4,[18],cash,6,2022-09-30 13:51:54
2858,5,"[16, 16, 22, 22]",cheque,40,2022-08-25 12:24:01
6198,2,[2],cash,8,2022-09-22 17:21:17
442,4,"[14, 17, 13, 13]",meal_ticket,16,2022-08-04 20:21:06
2131,2,[1],card,6,2022-08-19 06:52:48
176,2,"[11, 11, 11, 18]",cheque,24,2022-08-02 16:06:24
4780,2,"[23, 3]",cash,14,2022-09-10 16:56:36
2327,3,[21],cheque,5,2022-08-20 20:58:36
1886,1,"[17, 10, 13, 2]",cash,21,2022-08-16 23:22:32
4106,5,"[20, 5, 20]",meal_ticket,28,2022-09-04 21:19:30
5509,1,"[19, 2, 17]",cash,18,2022-09-16 19:20:39
6368,2,"[3, 4]",cheque,7,2022-09-23 23:50:02
6449,2,"[2, 2, 13, 2]",meal_ticket,27,2022-09-24 19:36:31
6935,2,"[10, 20, 21]",card,20,2022-09-28 20:37:57
2258,6,"[18, 11, 21, 17]",meal_ticket,20,2022-08-20 10:27:55
4705,6,"[20, 20, 11]",cash,22,2022-09-09 22:29:53
1471,3,"[2, 1, 22, 10]",cheque,35,2022-08-13 15:06:07
4933,5,"[26, 17]",cheque,15,2022-09-11 21:09:54
5257,4,"[13, 2, 20, 3]",card,23,2022-09-14 18:07:46
2483,1,"[13, 3, 17]",cash,10,2022-08-22 04:16:47
5548,2,"[17, 27]",cash,15,2022-09-17 01:36:59
3378,3,"[4, 5]",card,15,2022-08-29 19:35:51
3096,7,"[14, 19, 2, 8]",card,33,2022-08-27 12:50:00
4616,6,"[20, 10]",cash,15,2022-09-09 09:57:31
6471,7,[8],cheque,11,2022-09-24 21:56:11
3329,6,"[22, 25, 16, 6]",cheque,42,2022-08-29 11:28:31
2517,5,"[21, 26, 25]",cheque,27,2022-08-22 13:50:33
6310,1,"[17, 14, 24, 1]",cash,27,2022-09-23 15:25:25
5054,7,"[11, 11, 20, 16]",card,26,2022-09-12 21:53:45
6603,4,"[3, 3, 4, 2]",cheque,19,2022-09-25 23:36:02
789,5,"[17, 4, 21]",card,11,2022-08-07 19:11:44
2342,7,"[16, 6]",cash,18,2022-08-20 21:31:11
5084,4,"[13, 16, 11, 21]",cheque,20,2022-09-13 07:06:17
3869,5,"[1, 3]",card,10,2022-09-02 21:00:50
3419,3,"[3, 4]",cash,7,2022-08-29 23:12:38
122,4,"[13, 13, 4]",card,9,2022-08-02 03:02:05
1693,5,[19],cheque,7,2022-08-15 13:06:39
4662,7,"[4, 18]",cheque,9,2022-09-09 16:16:47
2394,3,[15],meal_ticket,10,2022-08-21 12:50:44
3744,2,"[20, 3]",cheque,12,2022-09-01 20:06:11
4815,3,"[6, 11]",meal_ticket,18,2022-09-10 21:54:01
1974,5,"[16, 21, 16]",meal_ticket,17,2022-08-17 20:54:39
4068,4,"[17, 10, 21, 21]",cash,20,2022-09-04 15:38:55
7162,3,"[17, 16]",card,9,2022-09-30 19:43:40
2589,4,"[11, 2, 3, 2]",cheque,26,2022-08-22 23:47:18
6462,3,"[14, 4, 14, 11]",meal_ticket,23,2022-09-24 20:18:42
1061,5,[17],cheque,3,2022-08-09 23:05:22
1045,5,"[11, 29, 16]",cheque,21,2022-08-09 22:45:31
5016,7,[13],cash,3,2022-09-12 16:03:42
4321,5,"[24, 4, 17]",cheque,17,2022-09-06 18:47:33
2912,2,"[13, 17, 2]",cash,14,2022-08-25 19:36:37
3301,5,"[19, 11, 13, 17]",cheque,19,2022-08-28 23:38:43
5334,4,"[1, 11, 11]",cash,18,2022-09-15 11:01:52
5731,3,"[4, 13, 8, 17]",meal_ticket,20,2022-09-18 18:33:31
5978,7,"[16, 3, 19]",meal_ticket,17,2022-09-20 19:48:48
4286,1,"[1, 17, 13, 17]",cash,15,2022-09-06 13:55:44
962,7,[6],meal_ticket,12,2022-08-09 11:47:09
4039,6,"[10, 21, 17, 13]",cash,18,2022-09-04 12:26:55
3403,3,[16],cash,6,2022-08-29 21:09:04
6583,1,"[25, 8, 4, 14]",cash,31,2022-09-25 21:43:59
1200,3,[11],meal_ticket,6,2022-08-11 11:23:54
4142,5,"[13, 21, 11, 16]",card,20,2022-09-05 08:39:41
6680,5,"[17, 16, 2]",cash,17,2022-09-26 18:09:13
4922,5,"[18, 5, 13]",cheque,21,2022-09-11 20:07:35
4515,4,"[3, 21, 4, 23]",meal_ticket,22,2022-09-08 12:26:25
4532,7,"[7, 16]",meal_ticket,19,2022-09-08 14:27:31
818,5,"[13, 13, 13, 4]",meal_ticket,12,2022-08-07 23:14:40
5854,3,"[13, 13]",cheque,6,2022-09-19 18:15:18
583,2,"[1, 4, 23, 2]",card,27,2022-08-05 23:20:35
824,2,[2],meal_ticket,8,2022-08-07 23:55:36
5226,5,"[18, 29, 16, 9]",meal_ticket,31,2022-09-14 12:11:26
3455,7,"[20, 27, 3]",card,24,2022-08-30 12:22:27
1151,4,"[20, 22, 2]",meal_ticket,30,2022-08-10 20:43:50
6611,2,"[4, 3]",meal_ticket,7,2022-09-26 02:59:38
6207,6,"[3, 2, 4]",meal_ticket,15,2022-09-22 18:00:26
604,3,"[11, 18, 11, 4]",card,21,2022-08-06 09:32:25
3420,4,"[26, 13, 13, 2]",cash,26,2022-08-29 23:17:11
4098,5,"[12, 14, 8, 2]",meal_ticket,36,2022-09-04 20:31:00
6747,4,[4],cash,3,2022-09-27 11:47:02
666,1,"[2, 17, 4]",cash,14,2022-08-06 19:55:47
2000,2,"[4, 17]",card,6,2022-08-17 23:40:55
1380,3,"[2, 3, 16]",cheque,18,2022-08-12 19:56:55
4210,7,"[14, 2]",cash,15,2022-09-05 19:19:44
6123,6,"[3, 14, 15, 4]",cheque,24,2022-09-21 22:24:28
7118,1,[17],cash,3,2022-09-30 13:04:13
5707,2,"[9, 13, 22, 1]",card,33,2022-09-18 13:26:06
1367,1,"[17, 4, 2, 13]",cash,17,2022-08-12 18:33:57
2653,2,[23],card,10,2022-08-23 16:15:05
6664,4,[19],cash,7,2022-09-26 15:31:31
1879,7,"[22, 14]",meal_ticket,21,2022-08-16 22:14:00
1495,1,"[2, 2, 13, 4]",cash,22,2022-08-13 19:24:16
878,4,"[21, 1, 8, 14]",cheque,29,2022-08-08 14:46:09
1493,7,[20],cheque,8,2022-08-13 19:37:26
1598,7,"[11, 17, 13]",card,12,2022-08-14 17:13:46
2829,3,"[2, 10, 4]",card,18,2022-08-24 23:00:09
6731,2,"[28, 13]",cash,17,2022-09-27 04:25:20
5027,1,"[4, 4, 17]",cash,9,2022-09-12 18:12:08
2007,4,[4],meal_ticket,3,2022-08-18 00:54:16
5898,1,"[3, 2]",cash,12,2022-09-19 23:52:03
2067,1,"[19, 4, 20]",cash,18,2022-08-18 17:53:43
2255,4,[20],cheque,8,2022-08-20 09:01:02
4633,4,"[4, 20, 17]",cheque,14,2022-09-09 12:51:21
1187,3,"[11, 4, 17, 11]",cash,18,2022-08-11 06:48:02
6045,4,"[17, 19, 4]",card,13,2022-09-21 12:11:33
991,3,[4],meal_ticket,3,2022-08-09 14:21:28
253,7,"[20, 10]",cheque,15,2022-08-03 11:37:02
3269,5,"[28, 16, 25]",card,30,2022-08-28 20:10:13
1226,6,"[28, 13]",cheque,17,2022-08-11 14:54:51
3945,1,[10],cash,7,2022-09-03 14:00:58
6789,3,"[17, 2, 17, 4]",card,17,2022-09-27 17:31:09
4690,1,"[16, 17, 16]",cash,15,2022-09-09 20:38:27
3768,4,[3],cash,4,2022-09-01 23:20:16
1866,5,[11],cash,6,2022-08-16 21:00:15
4206,2,"[3, 3, 13, 14]",card,18,2022-09-05 19:21:10
1546,2,"[10, 3, 21, 2]",cash,24,2022-08-14 08:03:07
1818,6,"[8, 4]",cash,14,2022-08-16 14:30:40
1972,4,"[23, 13]",cheque,13,2022-08-17 20:51:24
518,3,"[16, 13, 25]",cheque,19,2022-08-05 14:30:21
2143,3,"[2, 24, 14, 21]",meal_ticket,31,2022-08-19 11:34:48
1526,4,"[18, 17, 4, 4]",cheque,15,2022-08-13 23:44:24
2874,4,"[20, 21]",cash,13,2022-08-25 13:29:40
602,5,"[2, 2, 1]",meal_ticket,22,2022-08-06 08:05:37
355,1,"[17, 4]",cash,6,2022-08-04 00:46:10
2789,7,"[2, 4, 13, 2]",card,22,2022-08-24 19:50:43
6827,4,[6],cheque,12,2022-09-27 22:48:29
6077,6,"[11, 10]",meal_ticket,13,2022-09-21 16:05:21
719,5,"[1, 10]",meal_ticket,13,2022-08-07 08:45:26
6901,2,[13],cash,3,2022-09-28 16:35:14
4116,5,"[1, 8, 21]",card,22,2022-09-04 22:48:10
6612,5,"[3, 25, 3, 29]",meal_ticket,27,2022-09-26 03:52:01
301,5,"[17, 16]",cheque,9,2022-08-03 18:21:55
1220,4,"[21, 23]",meal_ticket,15,2022-08-11 13:51:00
1271,3,[29],cash,9,2022-08-11 20:41:48
3782,3,"[28, 17, 17, 17]",cheque,23,2022-09-02 05:05:45
4173,1,"[22, 12, 13, 17]",cash,30,2022-09-05 13:24:16
621,5,"[3, 23]",meal_ticket,14,2022-08-06 12:43:55
6705,1,"[3, 7, 20]",cash,25,2022-09-26 21:10:05
5450,5,"[16, 8, 16]",card,23,2022-09-16 11:14:10
6536,6,"[19, 13, 20, 11]",cash,24,2022-09-25 14:34:05
4400,1,"[13, 13, 29]",cash,15,2022-09-07 12:36:52
3860,7,"[24, 29]",cash,20,2022-09-02 20:30:59
765,3,"[10, 10, 18]",card,20,2022-08-07 16:09:59
